IdProducto	DescProducto	Conjunto	Familia
@2639742	PAPEL PINTAB DALLAS 0.53X10MT	TEXTURAS Y  ESTUCOS	PINTURA Y ACCESORIOS
@2718197	SOLD CPVC 1/8GAL TP	ADHESIVOS Y LUBRICANTES	PLOMERIA / GASFITERIA
@2665557	PR PORTAVELA 6.5CM PLOMO	OTROS ACCESORIOS	DECORACION
@2542129	MESA RECT 140X90CM C/VIDR NG	MESAS	AIRE LIBRE
@2025965	IO TERMO COMIDA 350ML MINNIE	MENAJE INFANTIL	MENAJE
@1710672	PLUMILLA 18 BOSCH	PLUMILLAS/LIMPIA PARABRISAS	ACCESORIOS AUTOMOVILES
@146440X	CAD DECORATIV 1.6X21 BRONCEADO.	CADENAS DECORATIVAS	FERRETERIA
@189235	ADAPTADOR 1 A 3 TOMAS NARANJA	ADAPTADORES	ELECTRICIDAD
@253021X	PLATO REDONDO SILVER 33CM	MELAMINA	TEMPORADA
@2482029	SBL AMBIENT AC NAT R3 BR GLADE	AMBIENTADORES ACEITE	ASEO
@226305X	SILLA GALES BLANCA	SILLA VISITA	MUEBLES
@1968092	LAMP COLG VIDRIO NOVE 1L	COLGANTES NIQUEL	ILUMINACION Y VENTILADORES
@1108883	PERSIANA PVC ALAB 100X165	PERSIANAS HORIZONTALES PVC	DECORACION
@1028391	FELPUDO 3M NOMAD 60X40CM NEGRO.	LIMPIAPIES / TAPETE ENTRADA GOMA	DECORACION
@2586096	INST. GRIFERIAS - MONOC- MEZCL	INST GRIFERIA	BANOS Y COCINAS
@2264358	FAROL YORK BLANCO	FAROLES DE PARED	ILUMINACION Y VENTILADORES
@2111888	TOALLA MANO LILAS 34X62	TOALLAS DE CARA	DECORACION
@1676016	ACCESORIO P/COMPRESORA X17	FITTING/CONEXIÓN/ CONECTORES PARA COMPRESORES	HERRAMIENTAS Y MAQUINARIAS
@174836X	PIZARRA MARIPOSA	AUTOADHESIVOS DECORATIVOS	DECORACION
@1914278	PE MURAL1P 60X70X353091/4CAPUERTAS	 FRENTES DE CAJON/ CAJONES	BANOS Y COCINAS
@2515539	SET KID MESA Y 2SILL PRINC LIL	JUEGOS DE RESINA	AIRE LIBRE
@155438	DADO STD-M1/2 -12PT-12MM.	DADOS / COPAS Y ACCESORIOS	HERRAMIENTAS Y MAQUINARIAS
@189272X	IO-SET DE CUBIERT PP PEPPA PIG	MENAJE INFANTIL	MENAJE
@1636383	PMAD 1200X120X9.5MM 2.304CE CL	PISOS DE INGENIERIA	PISOS
@1391496	TENAZA TIERRA	ACCESORIOS PARA SOLDAR	HERRAMIENTAS Y MAQUINARIAS
@22055	PLAFON EN U CAFE 1 BX2.	ARGOLLAS	DECORACION
@2648016	KLAR PC ALV 6MM 1.05X5.8 CLEAR	POLICARBONATO ALVEOLAR	TABIQUERIA/TECHUMBRE/AISLACION
@2635208	COMB EMERGENCIA AUTOMOTRIZ	KIT DE CARRETERA/KIT SEGURIDAD	ACCESORIOS AUTOMOVILES
@1472186	APLIQUE EXT OSLO 1L E27 NG.	APLIQUES	ILUMINACION Y VENTILADORES
@2033836	PH BLA 280X4 1H ELT	CONSUMIBLES PAPEL HIGIENICO	ASEO
@520608	LECHU GREAT LAKES 659 EN SOBRE.	SEMILLAS EN SOBRE DE HORTALIZA	JARDIN
@2698765	VALVULA COMPUERTA GLOBO 1/2	VALVULA COMPUERTA	PLOMERIA / GASFITERIA
@2430932	CARBON KINGSFORD 6.9KG	COMBUSTIBLES PARA ASADOR	AIRE LIBRE
@2080834	PISTOLA PINTAR WAGNER W600	EQUIPO HVLP/PORTATIL	PINTURA Y ACCESORIOS
@1379119	FRAG PREMIUM CELIMA BEIGE 1KG.	FRAGUE/PASTINA/BOQUILLAS/REJUNTE	PISOS
@1260073	SOLD. CELLOCORD AP 1/8 X KG	ELECTRODOS Y ALAMBRES SOLDAR	HERRAMIENTAS Y MAQUINARIAS
@1580523	CLOROX TRADICIONAL X 4000GR	QUIMICOS ROPA BLANQUEADORES/LEJIA/LAVANDINA	ASEO
@1464744	TENS.GANCHO OJO 3/8X10.5/16 1U.	GANCHOS	FERRETERIA
@71722	ESM VENCENAMEL  VERDE 1GL.	ESMALTE SINTETICO BRILLANTE	PINTURA Y ACCESORIOS
@1185306	CROTONS MIX.	ARBUSTOS	JARDIN
@2580810	ESCRITORVIDRDIJON RJ	ESCRITORIOS VIDRIO	MUEBLES
@205893	LETRA NIQUEL SATINADO A	OTROS ACCESORIOS P/PUERTAS	FERRETERIA
@2618001	LICUADORA VASO PLASTICO BLANCA	LICUADORAS VASO DE VIDRIO	LINEA BLANCA Y CLIMATIZACION
@2440911	COJIN ZIG ZAG GRIS 30X50 HC	COJINES DECORATIVOS	AIRE LIBRE
@1463802	ABRAZ TUBULAR ALUM 1/8 2UN.	OTROS ACCESORIOS AMARRES	FERRETERIA
@1242768	TIR ZAM BOWSTD ACER 96MM	 TIRADORES/JALADERAS  PLATEADOS	FERRETERIA
@2491370	LUZ SOLAR PACKLITE 16 LUMINAID	COMPLEMENTOS DE CAMPING	AIRE LIBRE
@2047608	GALONERA SPORT C/RUEDAS 5 GL	NEVERA/HIELERAS ELECTRICAS 12v- 110v/220v	AIRE LIBRE
@173346X	NIVEL 3 PLANOS GLL380/BS150	MEDICION CON LASER	HERRAMIENTAS Y MAQUINARIAS
@271938X	ROPERO 6P/3C 180X50X180 CEDRO	CLOSETS / ROPEROS MELAMINA	MUEBLES
@2050668	TOALL PONCHV15 60X120CM ANGRY	TOALLAS DE PLAYA	DECORACION
@2506750	FRAG INT MARRON  1KG	FRAGUE/PASTINA/BOQUILLAS/REJUNTE	PISOS
@2041758	SB ESCALERA PODIO FIBRAVIDRI4P	FIBRA DE VIDRIO	TABIQUERIA/TECHUMBRE/AISLACION
@2610906	BOLS ROLL 80X110 120LT 10U NGR	RESIDUOS BOLSAS PARA BASURA	ASEO
@2224003	ALCAYATA ACANALADO 4.5 X 100MM	 OTROS CLAVOS	FERRETERIA
@17260X	AUTOROSCANTE PAN 6X1 1/4 100U.	ROSCALATAS	FERRETERIA
@416878	MULTIMETRO DIGITAL	DIGITALES	ELECTRICIDAD
@2541300	ZOC ARIANNA PLATA 8.7X45 CM	TACOS CERAMICOS	PISOS
@1029940	ESM KOLOR ESTAN MARTIL GRI GL.	ESMALTE SINTETICO BRILLANTE	PINTURA Y ACCESORIOS
@13986	BROCA P/CONCR 10MM BAUKER.	BROCA PARA CONCRETO	HERRAMIENTAS Y MAQUINARIAS
@2268418	BOQUILLA REEMPLAZO GALONERAS	BIDONES Y EMBUDOS	ACCESORIOS AUTOMOVILES
@2028085	KIT PINTOR	RESPIRADORES	FERRETERIA
@1559753	COOLER  5.3 QT (5LT)	NEVERAS/HIELERAS RIGIDAS	AIRE LIBRE
@1379895	TUB VINIL BLANCO 7/8X1/2 HUMB	FLEXIBLES/MANGUERAS PARA AGUA	PLOMERIA / GASFITERIA
@1295713	CABLE MLOCK C/CUBIERTA 1.8MT	CANDADO CABLE	FERRETERIA
@2523345	PR FLORER CER DISEN PIEDR 38CM	JARRONES Y BOTELLAS	JARDIN
@1988344	CALENTADOR GAS SAKURA 13LT	CALEFON/CALENTADOR A GAS 13 Y 14 LTS/TIRO NATURAL	BANOS Y COCINAS
@1680064	JGO CUBIERTOS 12PZ TRADICIONAL	CUBIERTOS MADERA JGOS	MENAJE
@376124	NIPLE FIERRO GALV  3/4PX1P.	FITTINGS/CONEXIONES  GALVANIZADO	PLOMERIA / GASFITERIA
@38691X	CONECTOR P/TUBERIA 1/2 x 2UND	FITTING/CONEXIONES TUBOS FLEXIBLES	ELECTRICIDAD
@183312X	SETX4 POSAVASOS SILICONA	POSAVASOS	MENAJE
@1458248	BROCA MULTIPROPOSITO 4X75MM.	BROCAS MULTIUSO	HERRAMIENTAS Y MAQUINARIAS
@1360760	AVAL JABO LIQ ANTIBAC PUM 400.	CONSUMIBLES JABONES	ASEO
@439657	COLCHON 1 PLAZA S/INFLADOR	COLCHONES INFLABLES MANUALES INDIVIDUALES	AIRE LIBRE
@2619423	SET BITS MAXFIT 32PZ MAGN DW	BROCA EN SETS Y/O KIT	HERRAMIENTAS Y MAQUINARIAS
@134376	SOPORTE GRADUABLE 32CM DOBLE N PILARES	 RIELES Y SOPORTES	ORGANIZACIÓN
@420557	BROCA CONCR SDS 12X160MM BAUKER	BROCA TIPO SDS PLUS	HERRAMIENTAS Y MAQUINARIAS
@2480549	O-JGO MAD/CEM BRADFORD 6 PER	JUEGOS DE COMEDOR MADERA	AIRE LIBRE
@2482819	SENALETICA  CASTILLA 3	NUMEROS CERAMICOS	PISOS
@2615851	AAI LIMPIAD TAPIZ RM 519 1L KR	AAI LAVADORAS PISOS Y ALFOMBRAS	ALQUILER DE HERRAMIENTAS
@2037173	HOJA CALAR T101AO X 5 UND	HOJA DE SIERRA CALAR	HERRAMIENTAS Y MAQUINARIAS
@1565702	FRA CE 1KG PORC PRE MARRON.	FRAGUE/PASTINA/BOQUILLAS/REJUNTE	PISOS
@245890X	P COMP 45CMX2.40MTS CEDRO PIAN	PERFIL DE COMPENSACION	PISOS
@2378981	BARRA FIERRO NEGRO19 MM 2.0 M	BARRAS / CORTINEROS METAL	DECORACION
@420565	BROCA CONCR SDS 12X210MM BAUKER	BROCA TIPO SDS PLUS	HERRAMIENTAS Y MAQUINARIAS
@1835157	GAMA 134/COLOR - 25 ML	TEXTURAS Y  ESTUCOS	PINTURA Y ACCESORIOS
@2527383	PLATO CON DIVISONES MICKEY	MENAJE INFANTIL	MENAJE
@1312642	REGATON REDOND D/JEBE 7/8X4U.	PATINES Y REGATONES / DESLIZADORES	FERRETERIA
@1987135	TRAMPA P DESAG 2 C/REG PREMIUM	SIFONES/CESPOLES Y TRAMPAS	PLOMERIA / GASFITERIA
@2833395	ALA 30X224X56 GL-HG-BEPUERTAS	 FRENTES DE CAJON/ CAJONES	BANOS Y COCINAS
@2573407	ADH DISCO DIAM 9 SEGM CONCRETO	ADH ESMERILES Y TRONZADORAS	ALQUILER DE HERRAMIENTAS
@209214X	MESA P/COCINA Y 2REPI PARAVIEN	MESAS MULTIUSO Y ORGANIZADORE	AIRE LIBRE
@2571862	JGO SABANA 1.5 PLZ CAMBRAI CB	SABANAS LISAS 132 HILOS	DECORACION
@2522446	VARA HYDRANGEA LILA 76CM	FLORES DE SEDA TODO EL ANO	JARDIN
@171506	TUERCA CUADRADA 5/16 ZINC 2UN.	TUERCAS	FERRETERIA
@1646583	ESPEJO 60X80 C/MARCO MADERA.	ESPEJOS CON MARCO	BANOS Y COCINAS
@155942	LLAVE COMBINADA 1/2PULG.	LLAVES	HERRAMIENTAS Y MAQUINARIAS
@1302388	EXTENSION FIBERGLASS 1.52M	EXTENSORES	PINTURA Y ACCESORIOS
@2378566	COLOMURALTEXTURE35251XM2	PAPEL BANO Y COCINA	DECORACION
@277940	TAPON HEMBRA GALV 1/2.	FITTINGS/CONEXIONES  GALVANIZADO	PLOMERIA / GASFITERIA
@2628953	LLAVE AJUST 12 STANLEY CROMD	LLAVES	HERRAMIENTAS Y MAQUINARIAS
@376361	NIPLE FIERRO GALV  2PX2P.	FITTINGS/CONEXIONES  GALVANIZADO	PLOMERIA / GASFITERIA
@16626X	TORN TECHO 12X2 ZBR 144UN.	TORNILLOS TECHO	FERRETERIA
@2610779	TOALLERO BARRA 46CM AREZZO CRO	ACCESORIOS CROMADOS TOALLERO BARRA	BANOS Y COCINAS
@1781006	PE COLCHON CONSUL 1 PLZ.	COLCHONES RESORTES	MUEBLES
@2532794	FALDON PARA ARBOL SATEEN	CUBREARBOL / PIE DE ARBOL	TEMPORADA
@2532344	ADORNO ARBOL ESTRELLAX2 12CM	ADORNOS COLGAR PLASTICO	TEMPORADA
@2573377	COMBO COLCHON 2PL MARRON BEIGE	COLCHONES INFLABLES MANUALES INDIVIDUALES	AIRE LIBRE
@2490641	IO FRUTERA/PANERA EURO	PORTA ACCESORIOS DE COCINA	ORGANIZACIÓN
@2488817	PE SILLA CAI NEGRO	POLTRONAS / SILLONES /FIJAS / DECORATIVOS	MUEBLES
@2045141	TERMINAL RCA MACHO	ACCESORIOS AUDIO	CASA INTELIGENTE
@170305	AUTOPERF PAN P/BROCA 6X1 10UN	AUTOPERFORANTES	FERRETERIA
@453064	PTA PLEGABL LUGANO NOGAL 120CM	PUERTAS CLOSET PLEGABLES	PUERTAS/VENTANAS/MOLDURAS
@359564	TUERCA ESP 1/4 NPS HEMBX 3/8	FITTINGS / CONEXIONES BRONCE 3/8	PLOMERIA / GASFITERIA
@2385899	CANDADO VIAJE 3 DIG. CAB M-2	CANDADOS DE CLAVE	FERRETERIA
@208046X	PE PTA FLAMENCO CAOBA AFR 75CM	PUERTAS INTERIOR ENCHAPADA/FOLIADA	PUERTAS/VENTANAS/MOLDURAS
@1453483	MEZCLAD LAVATORIO  4 LEVER.	MEZCLADORA LAVATORIO/LAVABO 4 PULGADA	BANOS Y COCINAS
@1646079	PE TER SOLE 150L A GAS ACU(GN).	TERMOTANQUES/CALENTADORES GAS DE 150 EN ADELANTE	BANOS Y COCINAS
@1023020	ALARGADOR SIMPLE  X 3MT.	DOMESTICAS	ELECTRICIDAD
@445274	INTERRUPTOR DOB DOMINO SENCIA	PLACAS ARMADAS BLANCAS	ELECTRICIDAD
@543942	"CINCEL PUNTA C/MANGO GOMA 10""."	OTRAS HTAS CONSTRUCCION	HERRAMIENTAS Y MAQUINARIAS
@2523248	PR PLANT VAR BOLSA PAPEL 14CM	PLANTAS	JARDIN
@226577X	COLOMURAL WALL TT 7284-1 X 5M2	PAPEL BANO Y COCINA	DECORACION
@140038X	RODILLO 23X38CM ACABADO ASPERO.	RODILLOS LANA SINTETICA	PINTURA Y ACCESORIOS
@1402382	SELLADOR PLUS/SINOLAC 1/4GL	PASTA MURO/ENDUIDO/ESTUCO/MASSA INTERIOR EXTERIOR	PINTURA Y ACCESORIOS
@70890	VENCELATEX ALABASTRO 4 LT	LATEX/VINILOS INTERIOR PREMIUM	PINTURA Y ACCESORIOS
@2652145	CANDY BANDERITAS TEXTURAS	BOLSAS PLASTICAS	FERRETERIA
@2140659	PISO 30X30 2.34M2 PIEDRA GRIS CERAMICA EXTERIOR	 RUSTICO Y RUSTICO DECORADO	PISOS
@1703668	MADE PINO AMERICANO 2X6X14	MADERA VOLUMEN	MADERA Y TABLEROS
@1820702	LIMPIA FRAGUA KARSON G 3L	QUIMICOS BANO REMOV/SARRO Y DESMANCH/PARED Y JUNTA	ASEO
@379522	BOTA BELFAST IMPERMEABLE T38	ZAPATOS CUERO CON PROTECCION	FERRETERIA
@2512319	MANILLA 32MM CR.MAT UN01	TIRADORES/JALADERAS  PLATEADOS	FERRETERIA
@106844X	BLOQ VID OLAS CAFE 19X19X8	BLOQUE VIDRIO COLOR 19X19	PUERTAS/VENTANAS/MOLDURAS
@208113X	O-PROYECTO MUEBLE BIANCO CHICO	MUEBLES RTA COMPLEMENTOS	BANOS Y COCINAS
@2607328	LLAVE DUCHA C/SALIDA SEVILLA	SENCILLA/LLAVE DE DUCHA/REGADERA	BANOS Y COCINAS
@1930133	PE MU/HO 1P60X35X35/XTP931/PFPUERTAS	 FRENTES DE CAJON/ CAJONES	BANOS Y COCINAS
@160121	ANCL T/MARIPOSA 1/4X4 2UN.	GANCHOS COSTANERAS Y OTROS PARA TECHO	FERRETERIA
@2262118	REPISA FLOTANTE ROJO 80X10 CM	MONTADOS AL AIRE	ORGANIZACIÓN
@455970	JGO 100 LUCES TECHO BLANCAS	EXTENCIONES EXTERIOR	TEMPORADA
@2618176	SBL GLADE TOQUE SPACK	AMBIENTADORES AEROSOLES TOQUE	ASEO
@1723103	SI PROTEC P/ESQUINA C 4.2MMX4U	ACCESORIOS DE SEGURIDAD INFANTIL	ORGANIZACIÓN
@10685	GRAPAS HEAVY DUTY 14MM-5/8	ACCESORIOS ENGRAPADORAS	HERRAMIENTAS Y MAQUINARIAS
@2701499	CERR EMB PR CLASICA BR PUL IZQ	CERRADURAS DE EMBUTIR BRONCE	FERRETERIA
@127221	REPISA SIMPLE	REPISAS DE COCINA	ORGANIZACIÓN
@2500027	TERMORADIADOR 7CELD RECCO OLEO	ESTUFAS/CALEFACTORES PARAFINA TRADICIONALES	LINEA BLANCA Y CLIMATIZACION
@1864246	EXTENSION CABLE TELEF 7.5 MTS	CABLES TELEFONIA	CASA INTELIGENTE
@2059045	TABLERO EMP IP40 24P EASY	DIFERENCIALES	ELECTRICIDAD
@1247689	PER ZAM BOTON ACER 30MM	 TIRADORES/JALADERAS  PLATEADOS	FERRETERIA
@40781X	COLEUS.	PLANTAS CON FLOR	JARDIN
@2756374	DET.BOLIVAR 5.8KG	QUIMICOS ROPA DETERGENTE EN POLVO	ASEO
@2490021	LAMPARA DE ESCRITORIO LAMEC CL	ESCRITORIO PROFESIONAL LED INTEGRADO	ILUMINACION Y VENTILADORES
@2778661	PP TAL PER 650W/SETX50	TALADROS 13MM/1/2	HERRAMIENTAS Y MAQUINARIAS
@2601079	SBL MACET COLGT RAT PLTIC NEGR	MACETEROS PLASTICOS	JARDIN
@175825X	ACEITE 10W30 SM X 1/4 GALON	ACEITES	ACCESORIOS AUTOMOVILES
@1073516	PE PIEDRA DE ZANJA M3	GRAVILLA	OBRA GRUESA
@2594633	LIC OSTER BRLY07-Z00/3V/2P/REV	LICUADORAS VASO DE VIDRIO	LINEA BLANCA Y CLIMATIZACION
@2620766	PLATO TENDIDO ESTAMPADO 25CM	VAJILLA CERAMICA GRANEL	MENAJE
@2646323	ESPAT FLEX PARED 4 ACERO INOX	ESPATULAS/LLANAS	PINTURA Y ACCESORIOS
@2591936	PLAFON LED PRINCESS	INFANTILES APLIQUES	ILUMINACION Y VENTILADORES
@2582805	SERV. MUEBLES - RANGO 3	INST ARMADO MUEBLES RTA	MUEBLES
@2454289	VANIT ABRANTES 60X46X85CM BL	MUEBLE DE BANO/VANITORIO A PISO CON CUBIERTA	BANOS Y COCINAS
@2066556	INTER SIMPLE-TOMA CLIO MF	PLACAS ARMADAS COLOR	ELECTRICIDAD
@183102X	MEZCLADORA DUCHA TINA BILBAO	MEZCLADORA DE DUCHA/REGADERA TINA	BANOS Y COCINAS
@1543687	MACETA DALLAS 14 CM VERDE.	MACETEROS CERAMICA	JARDIN
@1623745	PLAFON ARO CROM 1X60W.	PLAFONES REDONDOS VIDRIO	ILUMINACION Y VENTILADORES
@1864165	CER SL 60X60 MA 1.44 KIARA GRI	CERAMICAS ACABADO MADERA	PISOS
@164713X	CAM VENUS PREMIUM 90C 1MOT	CAMPANAS DECORATIVAS (ISLA-PENINSULA) DE 90 CMS	LINEA BLANCA Y CLIMATIZACION
@1414437	P.COCHE C/TUERC-ARAND 3/8X6 4U. PERNOS MAQUINA COCINA	 COCHE	FERRETERIA
@376833	CANOPLA ALTA IMPOR DUCHA PP.	REPUESTO/REFACCIONES DE GASFITERIA	PLOMERIA / GASFITERIA
@2905728	SIL 420 VIDR VENT TRANSP 280ML	SILICONA MULTIUSOS VIDRIO Y ALUMINIO	PINTURA Y ACCESORIOS
@2392550	REV 30X60 MURANO CERAMICA EXTERIOR	 RUSTICO Y RUSTICO DECORADO	PISOS
@1400363	RODILLO ESPUMA 23CM C/MARCO	RODILLOS LANA SINTETICA	PINTURA Y ACCESORIOS
@2878275	SB CAJA 48 PILAS DAIRU AA	PILAS ALCALINAS	ELECTRICIDAD
@1290576	AZADILLA DOS PUNTAS.	AZADILLA Y AZADON	JARDIN
@37413X	CORDON MEL CRISTAL2X18AWG X ML.	POR METRO	ELECTRICIDAD
@1470671	SPOT EMP OJOBUEY OCTO BL S/F	SPOTS DICROICOS OJO DE BUEY	ILUMINACION Y VENTILADORES
@2608162	BOLSASHOPPINGVINTAGE50X35X20CM	CARROS FERIA / MANDADO	ORGANIZACIÓN
@2349035	PISO DE BAN LADRI EXPRE 43X61C	PISO / TAPETE DE BANO SINTETICOS	DECORACION
@1543768	MACETA ORLANDO 15 CM BORDEAUX.	MACETEROS CERAMICA	JARDIN
@2667320	COJIN SANTA/RENO 35X35CM ROY	COJINES PARA SILLAS DE MESA	TEMPORADA
@2260387	SB SET DE 6 ANTONCHAS SOLARES	ESTACAS SOLARES	ILUMINACION Y VENTILADORES
@1504916	DESARMADOR PLANO 8X175MM	 ATORNILLADOR PALA/PLANO	HERRAMIENTAS Y MAQUINARIAS
@2455358	PORTAESPONJA ACRIL 11X5X14	PORTAUTENSILIOS DE COCINA	ORGANIZACIÓN
@469092	QUITASOL MADERA 2.5M AMARILL	QUITASOLES DE MADERA Y BAMBU	AIRE LIBRE
@423459	TORN DRYWALL 6X1 5/8 BAL 600U.	TORNILLOS PARA YESO CARTON /DRYWALL	FERRETERIA
@2740273	PSO 45X45 GRECIA HUESO 2.03 M	MARMOLADOS Y LISOS BRILLANTES/MARMOLEADOS	PISOS
@2621282	MARTILLO NEGRO PESADO	MARTILLOS	HERRAMIENTAS Y MAQUINARIAS
@2182009	LOCKER 12CASLLRO METL RTA GR C	LOCKERS	MUEBLES
@1513966	DESARMADOR PLANO 3X75MM RL	ATORNILLADOR PALA/PLANO	HERRAMIENTAS Y MAQUINARIAS
@2499231	PE COCINA INDURAMA 32 MODENA	COCINA / ESTUFAS PISO A GAS 6 PLATOS	LINEA BLANCA Y CLIMATIZACION
@1578545	CERSL36X36 GR1.80 GRANITE GREY.	MARMOLADOS MATE(RUSTICOS) Y LISOS MATE/MARMOLEADOS	PISOS
@132489	SILLA PARIS BLANCA	SILLAS Y PISOS	AIRE LIBRE
@408301	ALF RO COM PUNZPOLIP JUVE ALPA.	CUBREPISO/PUNZONADO	PISOS
@2572982	SB BOWL COMIDA/AGUA MASCOT AG	COMEDEROS Y BEBEDEROS PERROS	JARDIN
@1917153	PE MURAL1P 30X90X353091/4CAPUERTAS	 FRENTES DE CAJON/ CAJONES	BANOS Y COCINAS
@2042789	INSERTO SL 36X36 MOZAIK VIOLET	LISTELES COCINA /LISTELOS	PISOS
@1838024	TOALLA VISITA 30X50 PRINCES	TOALLAS INFANTILES	DECORACION
@2390388	PE MU BAN2PTAS80X70ABH106SF/PF	ANAQUELES/REPISAS	BANOS Y COCINAS
@376949	EMPAQ CONICA P/TRAMPA 11/2 3U.	REPUESTO/REFACCIONES DE GASFITERIA	PLOMERIA / GASFITERIA
@1648802	CABALLER NOCH MET/MDF45X34X107	PERCHEROS METALICOS	ORGANIZACIÓN
@2538512	TABLA INFLABLE EMOJI	FLOTADORES INFLABLES	AIRE LIBRE
@201808X	MANTA PLASTICA 2MX4M NEGRA	MALLA PLASTICA	TABIQUERIA/TECHUMBRE/AISLACION
@253200X	TAPETE 40X60 SANTA-OSO-RENO	LIMPIAPIES / TAPETES DE ENTRADA	TEMPORADA
@246408X	ARNESS P/PERROS TLL S	COLLARES Y TRAILLAS PERROS	JARDIN
@1917226	PE MURAL1P 30X90X35/XTB930/PFPUERTAS	 FRENTES DE CAJON/ CAJONES	BANOS Y COCINAS
@330450	"REGISTRO BRONCE 2""."	DESAGUES/CONTRAS Y CONTRACANASTAS	PLOMERIA / GASFITERIA
@2277956	ESCOBA BAJA POLICIA T.PIRAMIDE	ESCOBAS	ASEO
@373621	CABLE TW 14AWG X M NEGRO.	CABLES ESPECIALES	ELECTRICIDAD
@1592424	PARANTE 64 X 38 X 0.45 X 3.00	PARED / TABIQUE / CANAL DE CARGA	FIERRO/HIERRO/ACERO
@1893726	SET 2 SERVILLETAS BL	SERVILLETAS TELA	MENAJE
@337358	MASCARILLA 3 PLIEGUES PACK5	MASCARILLAS/TAPABOCAS	FERRETERIA
@1180983	CILINDRO AHUMADOR A CARBON.	PARRILLA/ASADOR A CARBON	AIRE LIBRE
@2530767	BARRA LED BRENT 2 LUCES	BARRAS LED INTEGRADO	ILUMINACION Y VENTILADORES
@1451685	CERROJO FIXSER SIMPLE BRONCE	CERROJOS BRONCE	FERRETERIA
@421421	LLAVE COMBINADA 20MM ST	LLAVES	HERRAMIENTAS Y MAQUINARIAS
@2075229	CE SL45X45 2.08 MAD YACILA	MARMOLADOS Y LISOS BRILLANTES/MARMOLEADOS	PISOS
@475610	PALITA ANCHA MANGO MADERA	PALAS PEQUENAS	JARDIN
@407704	CROTON ENANO.	CONIFERAS	JARDIN
@2612917	CER GA 46X46 MRM 1.9 AGATHA SL	CERAMICAS GEOMETRICOS ORNAMENTALES/MOSAICO	PISOS
@2441829	COJIN PUPPY	RELLENOS DE COJIN	DECORACION
@1708473	SBL AC PORT ELECTRO 10000 BTU	AIRES ACONDICIONADOS PORTATILES	LINEA BLANCA Y CLIMATIZACION
@1290851	PALLET 1 X 1.20-ARR	ADH HERRAMIENTAS MANUALES	ALQUILER DE HERRAMIENTAS
@2592177	REPISA BLANCO 25X25X3.8	MONTADOS AL AIRE	ORGANIZACIÓN
@2513137	MANILLA 160MM  CR BR UN34	TIRADORES/JALADERAS  PLATEADOS	FERRETERIA
@2030772	VALV.CH. SWING AS NEO 3/4 HUMB	VALVULA CHEQ/CHEQUES	PLOMERIA / GASFITERIA
@273043X	COJIN TERRAZA 45X45 LEAF C	COJINES DECORATIVOS	AIRE LIBRE
@2218097	SOPLADOR AIRE 600W ST	PISTOLAS DE SOPLAR	HERRAMIENTAS Y MAQUINARIAS
@205214	PISTOLA PULVERIZADORA GREEN.	PISTOLAS	PINTURA Y ACCESORIOS
@267453X	PELADOR MANGO MADERA	UTENSILIO PARA CORTAR/PELAR	MENAJE
@1112996	LENTE STEELPRO NITRO CLARO	GAFAS/LENTES/ANTEOJOS	FERRETERIA
@2585634	O-ALF TERRZ180X120 BAKER AZLI	OTROS ACCESORIOS	AIRE LIBRE
@2183706	VIBRADOR 5.5HP	SONDA VIBRADORAS	HERRAMIENTAS Y MAQUINARIAS
@2707489	LAVAVAJ MAQUINA PODS FRESH X18	QUIMICOS COCINA DETERGENTE P/VAJILLA LIQUIDOS	ASEO
@2633469	CUOTA INICIAL VEP ENTEL 229	ACTIVACION	CASA INTELIGENTE
@253486X	FLOTADOR ARO FROZEN	FLOTADORES INFLABLES	AIRE LIBRE
@522899	INSTALACION  MUEBLES DE COCINA	INST MUEBLES DE COCINA	BANOS Y COCINAS
@3147401	IO BARRA EXTENSIBLE 4-8	EXTENSORES	PINTURA Y ACCESORIOS
@151265X	DESARMADOR CRUZ N2X100MM GOLPE	ATORNILLADOR CRUZ	HERRAMIENTAS Y MAQUINARIAS
@2019701	CORT OJAL TUL NARAN1.60 X 2.40	CORTINA TELA HOGAR	DECORACION
@186548X	UNION PVC 3/4 MIXTA	FITTINGS/CONEXIONES PVC HIDRAULICO	PLOMERIA / GASFITERIA
@2363119	CORTINA GAL AZUL 1.40X2.20	CORTINA DE VELO HOGAR	DECORACION
@1839330	PUERTA CAPITAL 80CM Y MARCO	PUERTAS INTERIOR MOLDEADAS SIN ACABAR	PUERTAS/VENTANAS/MOLDURAS
@2659883	SBL FOCO LED FUEGO 5W E27	LED DECORATIVAS Y ESPECIALES	ILUMINACION Y VENTILADORES
@2394146	SETX4 BOLAS MANCHAS 6CM GOLD	MIX ESFERAS	TEMPORADA
@2287641	IO-COPA MARTINI BORDE AZUL	COPAS GRANEL	MENAJE
@2284561	SENSOR MOVIMIENTO PIR INALAMBR	SENSORES DE MOVIMIENTO	CASA INTELIGENTE
@205907X	LIS SL 07X35 SOHO CARAMELO	LISTELOS BANOS	PISOS
@12122	MARTILLO CARP M/MAD 12OZ KARS	MARTILLOS	HERRAMIENTAS Y MAQUINARIAS
@396788	NIPLE PVC 1/2 X 4	FITTINGS/CONEXIONES PVC HIDRAULICO	PLOMERIA / GASFITERIA
@263158X	ADAP UNIV REDONDO KING X1UND	ADAPTADORES	ELECTRICIDAD
